Info: *******************************************************************
Info: Running Quartus Prime SignalTap II TCL Only
    Info: Version 17.0.2 Build 602 07/19/2017 SJ Lite Edition
    Info: Copyright (C) 2017  Intel Corporation. All rights reserved.
    Info: Your use of Intel Corporation's design tools, logic functions 
    Info: and other software and tools, and its AMPP partner logic 
    Info: functions, and any output files from any of the foregoing 
    Info: (including device programming or simulation files), and any 
    Info: associated documentation or information are expressly subject 
    Info: to the terms and conditions of the Intel Program License 
    Info: Subscription Agreement, the Intel Quartus Prime License Agreement,
    Info: the Intel MegaCore Function License Agreement, or other 
    Info: applicable license agreement, including, without limitation, 
    Info: that your use is for the sole purpose of programming logic 
    Info: devices manufactured by Intel and sold by Intel or its 
    Info: authorized distributors.  Please refer to the applicable 
    Info: agreement for further details.
    Info: Processing started: Mon May 18 10:17:37 2026
Info: Command: quartus_stp_tcl -t scripts/issp_read.tcl 60 200
Info: Quartus(args): 60 200
  probe 1 (DATA): 00020006
  probe 2 (MAC_): 21366550
  probe 3 (VID_): 30295580
  probe 4 (SDRA): 56CD1400
------ Sample 43 ------
  probe 0 (CP0_): 026CC0FC
  probe 1 (DATA): 0005FFF8
  probe 2 (MAC_): 21366458
  probe 3 (VID_): 30593700
  probe 4 (SDRA): 00000400
------ Sample 44 ------
  probe 0 (CP0_): F100405C
  probe 1 (DATA): FFFF082B
  probe 2 (MAC_): 28001150
  probe 3 (VID_): 3000F480
  probe 4 (SDRA): 55552500
------ Sample 45 ------
  probe 0 (CP0_): 026CC244
  probe 1 (DATA): 09FD0040
  probe 2 (MAC_): 30000048
  probe 3 (VID_): 302D1484
  probe 4 (SDRA): 00007500
------ Sample 46 ------
  probe 0 (CP0_): 026CC84C
  probe 1 (DATA): 0000AAAA
  probe 2 (MAC_): 1FDAB950
  probe 3 (VID_): 305A7400
  probe 4 (SDRA): 55556500
------ Sample 47 ------
  probe 0 (CP0_): 026CC844
  probe 1 (DATA): C9020000
  probe 2 (MAC_): 18802010
  probe 3 (VID_): 3007EA80
  probe 4 (SDRA): AAAA0400
------ Sample 48 ------
  probe 0 (CP0_): 026CC6FC
  probe 1 (DATA): C9020000
  probe 2 (MAC_): 21366548
  probe 3 (VID_): 301AA984
  probe 4 (SDRA): AAAA4400
------ Sample 49 ------
  probe 0 (CP0_): 026CCA4C
  probe 1 (DATA): 09FEAAAA
  probe 2 (MAC_): 1FDEE830
  probe 3 (VID_): 30397400
  probe 4 (SDRA): AAAA8500
------ Sample 50 ------
  probe 0 (CP0_): F10040FC
  probe 1 (DATA): 05055555
  probe 2 (MAC_): 21366050
  probe 3 (VID_): 304B9C80
  probe 4 (SDRA): 00000400
------ Sample 51 ------
  probe 0 (CP0_): F100405C
  probe 1 (DATA): 05055555
  probe 2 (MAC_): 00029A50
  probe 3 (VID_): 3077F600
  probe 4 (SDRA): 5555A500
------ Sample 52 ------
  probe 0 (CP0_): 026CCA4C
  probe 1 (DATA): 00055555
  probe 2 (MAC_): 21366050
  probe 3 (VID_): 30341984
  probe 4 (SDRA): 00003500
------ Sample 53 ------
  probe 0 (CP0_): 026CCA4C
  probe 1 (DATA): 05055555
  probe 2 (MAC_): 21366540
  probe 3 (VID_): 305FE480
  probe 4 (SDRA): 55553400
------ Sample 54 ------
  probe 0 (CP0_): F10040FC
  probe 1 (DATA): 00050040
  probe 2 (MAC_): 21366048
  probe 3 (VID_): 300EB500
  probe 4 (SDRA): AAAA7400
------ Sample 55 ------
  probe 0 (CP0_): F100405C
  probe 1 (DATA): 050556C9
  probe 2 (MAC_): 01366430
  probe 3 (VID_): 3040A684
  probe 4 (SDRA): 00403400
------ Sample 56 ------
  probe 0 (CP0_): 026CC84C
  probe 1 (DATA): 05050000
  probe 2 (MAC_): 01366230
  probe 3 (VID_): 305F2E84
  probe 4 (SDRA): 55550500
------ Sample 57 ------
  probe 0 (CP0_): 026CC64C
  probe 1 (DATA): FFFF5555
  probe 2 (MAC_): 30000050
  probe 3 (VID_): 3077F300
  probe 4 (SDRA): 00007500
------ Sample 58 ------
  probe 0 (CP0_): 026CCA44
  probe 1 (DATA): 0005FFF8
  probe 2 (MAC_): 21366148
  probe 3 (VID_): 30321680
  probe 4 (SDRA): 00060400
------ Sample 59 ------
  probe 0 (CP0_): F100405C
  probe 1 (DATA): 0005FFF8
  probe 2 (MAC_): 21366540
  probe 3 (VID_): 3064F500
  probe 4 (SDRA): 00000400
Info (23030): Evaluation of Tcl script scripts/issp_read.tcl was successful
Info: Quartus Prime SignalTap II TCL Only was successful. 0 errors, 0 warnings
    Info: Peak virtual memory: 4318 megabytes
    Info: Processing ended: Mon May 18 10:17:51 2026
    Info: Elapsed time: 00:00:14
    Info: Total CPU time (on all processors): 00:00:17
